PulseNo,TotalArea,TailArea,Classification
7063,4456,2768,Neutron
7064,4456,2800,Neutron
7065,4456,3000,Neutron
7066,4456,2968,Neutron
7067,4456,2736,Neutron
7068,7904,4892,Neutron
7069,2296,1480,Neutron
7070,2296,916,Gamma
7071,2296,912,Gamma
7072,2984,1072,Gamma
7073,2984,1800,Neutron
7074,2984,1832,Neutron
7075,2984,1796,Neutron
7076,2168,1464,Neutron
7077,2168,1368,Neutron
7078,2168,852,Gamma
7079,5600,3508,Neutron
7080,5600,3484,Neutron
7081,5600,3452,Neutron
7082,6568,4092,Neutron
7083,6568,4008,Neutron
7084,6568,4176,Neutron
7085,6568,4056,Neutron
7086,6568,3956,Neutron
7087,8568,5152,Neutron
7088,8072,5024,Neutron
7089,8072,4872,Neutron
7090,10040,6120,Neutron
7091,10040,3912,Gamma
7092,10040,6260,Neutron
7093,2712,1836,Neutron
7094,2712,1760,Neutron
7095,2712,1688,Neutron
7096,2712,1784,Neutron
7097,2712,1728,Neutron
7098,6584,4092,Neutron
7099,6584,4012,Neutron
7100,7800,3032,Gamma
7101,7800,3056,Gamma
7102,7800,4960,Neutron
7103,7800,4852,Neutron
7104,7800,4712,Neutron
7105,2240,1448,Neutron
7106,2240,880,Gamma
7107,2240,1492,Neutron
7108,5464,3328,Neutron
7109,5464,3428,Neutron
7110,5464,3280,Neutron
7111,5464,3704,Neutron
7112,9608,3424,Gamma
7113,9608,3536,Gamma
7114,9608,3672,Gamma
7115,9608,3672,Gamma
7116,9608,3504,Gamma
7117,9608,5960,Neutron
7118,9608,6052,Neutron
7119,3840,2424,Neutron
7120,3840,2344,Neutron
7121,3840,2440,Neutron
7122,3840,2528,Neutron
7123,3840,2392,Neutron
7124,3840,2476,Neutron
7125,10464,3768,Gamma
7126,10464,3804,Gamma
7127,10464,3808,Gamma
7128,10464,3732,Gamma
7129,2816,1880,Neutron
7130,2816,1060,Gamma
7131,2816,1892,Neutron
7132,2816,1120,Gamma
7133,2816,1760,Neutron
7134,6072,3900,Neutron
7135,6072,3912,Neutron
7136,6072,3856,Neutron
7137,600,368,Neutron
7138,600,236,Gamma
7139,600,232,Gamma
7140,600,208,Gamma
7141,600,232,Gamma
7142,600,216,Gamma
7143,600,220,Gamma
7144,600,204,Gamma
7145,600,224,Gamma
7146,600,216,Gamma
7147,600,192,Gamma
7148,600,208,Gamma
7149,600,232,Gamma
7150,600,208,Gamma
7151,600,192,Gamma
7152,600,368,Neutron
7153,600,228,Gamma
7154,600,208,Gamma
7155,600,232,Gamma
7156,600,232,Gamma
7157,7536,4680,Neutron
7158,7536,2848,Gamma
7159,7536,4536,Neutron
7160,7536,2880,Gamma
7161,7536,4576,Neutron
7162,9408,3344,Gamma
7163,9408,5784,Neutron
7164,9408,3408,Gamma
7165,9408,5648,Neutron
7166,4328,2648,Neutron
7167,4328,2624,Neutron
7168,4328,1712,Gamma
7169,4328,2664,Neutron
7170,4328,2840,Neutron
7171,4328,2608,Neutron
7172,4328,2672,Neutron
7173,2008,792,Gamma
7174,2008,744,Gamma
7175,2008,780,Gamma
7176,1824,712,Gamma
7177,1824,704,Gamma
7178,1824,652,Gamma
7179,1824,688,Gamma
7180,1824,1188,Neutron
7181,1824,664,Gamma
7182,7352,4504,Neutron
7183,7352,4432,Neutron
7184,7352,2888,Gamma
7185,7792,4720,Neutron
7186,7792,4688,Neutron
7187,7792,4792,Neutron
7188,5544,3572,Neutron
7189,5544,3424,Neutron
7190,5544,3592,Neutron
7191,5544,3344,Neutron
7192,5544,3352,Neutron
7193,3640,2248,Neutron
7194,3640,2264,Neutron
7195,3640,2360,Neutron
7196,3640,2300,Neutron
7197,3640,2384,Neutron
7198,3640,2272,Neutron
7199,6376,4000,Neutron
7200,6376,2528,Gamma
7201,5192,3300,Neutron
7202,5192,3240,Neutron
7203,5192,3188,Neutron
7204,5192,3344,Neutron
7205,5192,3120,Neutron
7206,5192,3328,Neutron
7207,1608,1032,Neutron
7208,1608,632,Gamma
7209,1608,1060,Neutron
7210,1608,564,Gamma
7211,1608,1128,Neutron
7212,1608,560,Gamma
7213,1608,1112,Neutron
7214,9688,5912,Neutron
7215,9688,6104,Neutron
7216,9688,3600,Gamma
7217,9688,3616,Gamma
7218,9688,6016,Neutron
7219,10600,3876,Gamma
7220,464,184,Gamma
7221,464,176,Gamma
7222,464,176,Gamma
7223,464,152,Gamma
7224,464,176,Gamma
7225,464,152,Gamma
7226,464,184,Gamma
7227,464,184,Gamma
7228,464,160,Gamma
7229,464,172,Gamma
7230,464,184,Gamma
7231,464,180,Gamma
7232,464,176,Gamma
7233,464,176,Gamma
7234,3248,2064,Neutron
7235,3248,1248,Gamma
7236,3248,1952,Neutron
7237,3248,1280,Gamma
7238,3248,2152,Neutron
7239,4136,2532,Neutron
7240,4136,2592,Neutron
7241,4136,2560,Neutron
7242,4136,2552,Neutron
7243,4136,2532,Neutron
7244,4136,1488,Gamma
7245,4136,2704,Neutron
7246,4136,2500,Neutron
7247,4136,2680,Neutron
7248,4136,2896,Neutron
7249,5456,3296,Neutron
7250,5456,2136,Gamma
7251,5456,3312,Neutron
7252,5456,3284,Neutron
7253,5456,3448,Neutron
7254,5456,3552,Neutron
7255,5456,3448,Neutron
7256,5456,3296,Neutron
7257,2856,1904,Neutron
7258,2856,1080,Gamma
7259,2856,1880,Neutron
7260,2856,1880,Neutron
7261,2856,1040,Gamma
7262,2856,1776,Neutron
7263,2856,1888,Neutron
7264,2856,1824,Neutron
7265,11344,6888,Neutron
7266,9792,3552,Gamma
7267,9792,6016,Neutron
7268,9792,3672,Gamma
7269,9792,3672,Gamma
7270,9792,5932,Neutron
7271,9792,3680,Gamma
7272,5256,3312,Neutron
7273,5256,1992,Gamma
7274,5256,3240,Neutron
7275,5256,3328,Neutron
7276,5256,3304,Neutron
7277,5256,3176,Neutron
7278,5256,3416,Neutron
7279,5256,3416,Neutron
7280,5256,3296,Neutron
7281,2368,944,Gamma
7282,2368,1576,Neutron
7283,2368,932,Gamma
7284,2368,940,Gamma
7285,504,200,Gamma
7286,504,176,Gamma
7287,504,184,Gamma
7288,504,184,Gamma
7289,504,176,Gamma
7290,504,152,Gamma
7291,504,192,Gamma
7292,504,192,Gamma
7293,504,160,Gamma
7294,504,168,Gamma
7295,504,160,Gamma
7296,504,176,Gamma
7297,504,192,Gamma
7298,504,196,Gamma
7299,8208,5124,Neutron
7300,8208,3264,Gamma
7301,8608,3228,Gamma
7302,8608,3324,Gamma
7303,5552,3552,Neutron
7304,5552,3520,Neutron
7305,5552,3536,Neutron
7306,5552,3556,Neutron
7307,5552,3348,Neutron
7308,5552,3484,Neutron
7309,5552,3600,Neutron
7310,4568,2808,Neutron
7311,4568,3080,Neutron
7312,4568,2748,Neutron
7313,4568,3016,Neutron
7314,4568,1744,Gamma
7315,4568,2832,Neutron
7316,4568,1732,Gamma
7317,4568,2808,Neutron
7318,4040,2640,Neutron
7319,4040,2504,Neutron
7320,4040,2504,Neutron
7321,4040,2728,Neutron
7322,4040,2612,Neutron
7323,4040,2508,Neutron
7324,7040,4288,Neutron
7325,7040,4292,Neutron
7326,7040,4296,Neutron
7327,7040,4332,Neutron
7328,7040,2752,Gamma
7329,7040,4240,Neutron
7330,7040,2712,Gamma
7331,6152,2440,Gamma
7332,6152,3856,Neutron
7333,6152,2408,Gamma
7334,6152,3888,Neutron
7335,6152,3840,Neutron
7336,6152,3824,Neutron
7337,6152,3760,Neutron
7338,6152,4036,Neutron
7339,5776,3520,Neutron
7340,5776,3488,Neutron
7341,5776,3516,Neutron
7342,5776,3784,Neutron
7343,5776,3612,Neutron
7344,7856,4768,Neutron
7345,7856,4728,Neutron
7346,7856,3128,Gamma
7347,7856,4888,Neutron
7348,5688,3620,Neutron
7349,5688,3588,Neutron
7350,5688,3448,Neutron
7351,1928,736,Gamma
7352,1928,1300,Neutron
7353,1928,1168,Neutron
7354,1928,1168,Neutron
7355,1928,744,Gamma
7356,1928,736,Gamma
7357,1928,728,Gamma
7358,1928,764,Gamma
7359,408,160,Gamma
7360,408,144,Gamma
7361,408,160,Gamma
7362,408,132,Gamma
7363,408,152,Gamma
7364,408,160,Gamma
7365,408,152,Gamma
7366,408,144,Gamma
7367,408,152,Gamma
7368,408,160,Gamma
7369,408,144,Gamma
7370,3352,2044,Neutron
7371,3352,2020,Neutron
7372,3352,1320,Gamma
7373,3352,2112,Neutron
7374,3352,2128,Neutron
7375,3352,1296,Gamma
7376,3352,2348,Neutron
7377,3352,2256,Neutron
7378,5360,3292,Neutron
7379,5360,3344,Neutron
7380,5360,3488,Neutron
7381,5360,3260,Neutron
7382,7016,2736,Gamma
7383,7016,2792,Gamma
7384,7456,4620,Neutron
7385,7456,4696,Neutron
7386,6416,4008,Neutron
7387,6416,3996,Neutron
7388,6416,4072,Neutron
7389,7984,5060,Neutron
7390,7984,4816,Neutron
7391,6360,3820,Neutron
7392,6360,4096,Neutron
7393,6360,3960,Neutron
7394,6360,3944,Neutron
7395,6360,3952,Neutron
7396,5632,3488,Neutron
7397,5632,2176,Gamma
7398,5632,3480,Neutron
7399,5632,3648,Neutron
7400,5632,3592,Neutron
7401,5632,3548,Neutron
7402,11008,3656,Gamma
7403,11376,4000,Gamma
7404,4616,2988,Neutron
7405,4616,2824,Neutron
7406,4616,2920,Neutron
7407,4616,2912,Neutron
7408,4616,2868,Neutron
7409,4616,2800,Neutron
7410,6592,4012,Neutron
7411,6592,3984,Neutron
7412,6592,4040,Neutron
7413,6592,3996,Neutron
7414,7128,4392,Neutron
7415,2768,1024,Gamma
7416,2768,1752,Neutron
7417,2768,1064,Gamma
7418,2768,1824,Neutron
7419,2768,1820,Neutron
7420,2768,1856,Neutron
7421,7032,4336,Neutron
7422,7032,4520,Neutron
7423,7032,4620,Neutron
7424,7032,4448,Neutron
7425,9424,3456,Gamma
7426,9424,3352,Gamma
7427,9424,5660,Neutron
7428,9424,6104,Neutron
7429,9424,5960,Neutron
7430,9000,3440,Gamma
7431,9000,5496,Neutron
7432,9664,3536,Gamma
7433,9664,5840,Neutron
7434,9664,3648,Gamma
7435,3448,2160,Neutron
7436,3448,2304,Neutron
7437,3448,1356,Gamma
7438,3448,2240,Neutron
7439,4592,2840,Neutron
7440,4592,2772,Neutron
7441,4592,2952,Neutron
7442,4592,1808,Gamma
7443,4592,2796,Neutron
7444,5272,3324,Neutron
7445,5272,3464,Neutron
7446,5272,3224,Neutron
7447,5272,2096,Gamma
7448,5272,3456,Neutron
7449,5272,3308,Neutron
7450,9328,3304,Gamma
7451,9328,5680,Neutron
7452,7552,4552,Neutron
7453,7552,4824,Neutron
7454,7552,4748,Neutron
7455,7552,4676,Neutron
7456,7552,3008,Gamma
7457,7552,4632,Neutron
7458,2928,1884,Neutron
7459,5872,3620,Neutron
7460,5872,3816,Neutron
7461,5872,3736,Neutron
7462,5872,3756,Neutron
7463,5872,3548,Neutron
7464,8016,5080,Neutron
7465,8016,4996,Neutron
7466,8736,3416,Gamma
7467,8736,3444,Gamma
7468,8736,5484,Neutron
7469,8736,5380,Neutron
7470,8736,5756,Neutron
7471,6536,3960,Neutron
7472,6536,2560,Gamma
7473,6536,4084,Neutron
7474,6536,4120,Neutron
7475,6536,2608,Gamma
7476,4104,2496,Neutron
7477,4104,2560,Neutron
7478,4104,2632,Neutron
7479,4104,2804,Neutron
7480,4104,2604,Neutron
7481,8864,3384,Gamma
7482,8864,3484,Gamma
7483,8864,3368,Gamma
7484,8864,3376,Gamma
7485,10152,3920,Gamma
7486,6176,2384,Gamma
7487,6176,3856,Neutron
7488,6104,3712,Neutron
7489,6104,2424,Gamma
7490,6104,3864,Neutron
7491,6104,3772,Neutron
7492,6104,3800,Neutron
7493,6104,3792,Neutron
7494,6104,3912,Neutron
7495,6104,3804,Neutron
7496,6104,3664,Neutron
7497,3200,2076,Neutron
7498,3200,1096,Gamma
7499,3200,2080,Neutron
7500,3200,2056,Neutron
7501,3200,1952,Neutron
7502,8976,5816,Neutron
7503,2208,776,Gamma
7504,2208,848,Gamma
7505,2208,1420,Neutron
7506,10200,6388,Neutron
7507,10200,3492,Gamma
7508,3080,1968,Neutron
7509,3080,1212,Gamma
7510,3080,1968,Neutron
7511,3080,1160,Gamma
7512,9056,5564,Neutron
7513,6096,3688,Neutron
7514,6096,3664,Neutron
7515,6096,3712,Neutron
7516,10184,3564,Gamma
7517,10184,3628,Gamma
7518,10184,6120,Neutron
7519,10184,3564,Gamma
7520,5888,3864,Neutron
7521,5888,3568,Neutron
7522,5888,3648,Neutron
7523,5888,3544,Neutron
7524,5888,3536,Neutron
7525,3496,2240,Neutron
7526,3496,2152,Neutron
7527,3496,2168,Neutron
7528,3496,2160,Neutron
7529,3496,1376,Gamma
7530,3496,2172,Neutron
7531,3496,2344,Neutron
7532,3176,1948,Neutron
7533,3176,2140,Neutron
7534,3176,1184,Gamma
7535,3176,2096,Neutron
7536,3176,1988,Neutron
7537,3176,2128,Neutron
7538,9192,3648,Gamma
7539,9192,5544,Neutron
7540,9192,5576,Neutron
7541,8984,5576,Neutron
7542,8984,3496,Gamma
7543,2328,904,Gamma
7544,2328,1428,Neutron
7545,2328,1480,Neutron
7546,2328,1704,Neutron
7547,2328,924,Gamma
7548,2328,1536,Neutron
7549,2328,904,Gamma
7550,2328,856,Gamma
7551,4176,1664,Gamma
7552,4176,2696,Neutron
7553,4176,2536,Neutron
7554,9184,3264,Gamma
7555,9184,3432,Gamma
7556,9184,5648,Neutron
7557,9184,5516,Neutron
7558,9184,3024,Gamma
7559,9184,3152,Gamma
7560,5952,3592,Neutron
7561,5952,3592,Neutron
7562,5952,3600,Neutron
7563,7120,4348,Neutron
7564,7120,2816,Gamma
7565,7120,4436,Neutron
7566,7120,4304,Neutron
7567,7120,4616,Neutron
7568,8184,4952,Neutron
7569,8184,5092,Neutron
7570,8184,4956,Neutron
7571,8184,4936,Neutron
7572,9768,3712,Gamma
7573,9768,5912,Neutron
7574,6552,4052,Neutron
7575,6552,4072,Neutron
7576,6552,4188,Neutron
7577,6552,4080,Neutron
7578,6552,4152,Neutron
7579,6552,4140,Neutron
7580,6552,4200,Neutron
7581,5720,3556,Neutron
7582,5720,3456,Neutron
7583,5720,3896,Neutron
7584,5720,3496,Neutron
7585,5720,3548,Neutron
7586,8792,5284,Neutron
7587,8792,5288,Neutron
7588,8792,5288,Neutron
7589,8792,5432,Neutron
7590,8792,5464,Neutron
7591,8920,3544,Gamma
7592,8920,3444,Gamma
7593,8920,5424,Neutron
7594,8920,5496,Neutron
7595,8920,3460,Gamma
7596,8920,5368,Neutron
7597,8920,5464,Neutron
7598,8920,3504,Gamma
7599,8920,3492,Gamma
7600,8920,3428,Gamma
7601,9040,5544,Neutron
7602,9040,2984,Gamma
7603,2792,1688,Neutron
7604,2792,1824,Neutron
7605,2792,1808,Neutron
7606,4360,2768,Neutron
7607,4360,1720,Gamma
7608,4360,2844,Neutron
7609,4360,2672,Neutron
7610,4360,2672,Neutron
7611,4360,2644,Neutron
7612,4360,2808,Neutron
7613,1952,1192,Neutron
7614,1952,1284,Neutron
7615,1952,736,Gamma
7616,1952,1320,Neutron
7617,1952,764,Gamma
7618,1952,1280,Neutron
7619,4672,2984,Neutron
7620,4672,2968,Neutron
7621,4672,2948,Neutron
7622,4672,2952,Neutron
7623,4672,2856,Neutron
7624,4672,3020,Neutron
7625,4672,3072,Neutron
7626,4672,3152,Neutron
7627,6312,3908,Neutron
7628,7664,4768,Neutron
7629,7664,2968,Gamma
7630,11168,3880,Gamma
7631,11168,7080,Neutron
7632,5568,3584,Neutron
7633,5568,2224,Gamma
7634,5568,3396,Neutron
7635,5568,3388,Neutron
7636,5568,3356,Neutron
7637,5568,3616,Neutron
7638,7152,4312,Neutron
7639,7152,2792,Gamma
7640,7152,4400,Neutron
7641,8880,5452,Neutron
7642,8880,5408,Neutron
7643,8880,5528,Neutron
7644,8880,5368,Neutron
7645,8880,5368,Neutron
7646,6008,2360,Gamma
7647,6008,3880,Neutron
7648,6008,3772,Neutron
7649,6008,3864,Neutron
7650,6008,3744,Neutron
7651,6008,3708,Neutron
7652,6008,3776,Neutron
7653,5128,3164,Neutron
7654,5128,3248,Neutron
7655,5128,3368,Neutron
7656,5128,3204,Neutron
7657,5128,3296,Neutron
7658,4720,3176,Neutron
7659,4720,2940,Neutron
7660,4720,3112,Neutron
7661,4720,1872,Gamma
7662,4720,2920,Neutron
7663,4720,1880,Gamma
7664,4720,3000,Neutron
7665,4720,2976,Neutron
7666,4720,3120,Neutron
7667,360,120,Gamma
7668,6608,4080,Neutron
7669,6608,4176,Neutron
7670,6608,3968,Neutron
7671,6608,4340,Neutron
7672,6608,2600,Gamma
7673,6608,3992,Neutron
7674,4352,2748,Neutron
7675,4352,2664,Neutron
7676,4352,2668,Neutron
7677,4352,1552,Gamma
7678,4352,2676,Neutron
7679,4352,2708,Neutron
7680,4352,2616,Neutron
7681,4352,2624,Neutron
7682,4352,2872,Neutron
7683,4352,2768,Neutron
7684,3088,2016,Neutron
7685,3088,1904,Neutron
7686,3088,1960,Neutron
7687,7224,4416,Neutron
7688,7224,4528,Neutron
7689,7224,4448,Neutron
7690,9496,5768,Neutron
7691,2960,1968,Neutron
7692,2960,1824,Neutron
7693,2960,1176,Gamma
7694,8744,3464,Gamma
7695,8744,3468,Gamma
7696,3968,2520,Neutron
7697,3968,2392,Neutron
7698,3968,2452,Neutron
7699,7144,4544,Neutron
7700,7144,4288,Neutron
7701,7144,4408,Neutron
7702,7144,4328,Neutron
7703,8560,5320,Neutron
7704,8280,5144,Neutron
7705,8280,5032,Neutron
7706,6488,4024,Neutron
7707,6488,4040,Neutron
7708,9376,3288,Gamma
7709,9376,5648,Neutron
7710,9376,5628,Neutron
7711,9376,5952,Neutron
7712,5336,3208,Neutron
7713,5336,3456,Neutron
7714,5336,3312,Neutron
7715,5336,3296,Neutron
7716,5336,3244,Neutron
7717,5336,3324,Neutron
7718,5336,3248,Neutron
7719,5336,1960,Gamma
7720,4824,3064,Neutron
7721,4824,1872,Gamma
7722,4824,3084,Neutron
7723,4824,2912,Neutron
7724,4824,2960,Neutron
7725,4824,3120,Neutron
7726,4824,2992,Neutron
7727,4824,2992,Neutron
7728,4824,3016,Neutron
7729,4824,2944,Neutron
7730,4824,2952,Neutron
7731,9976,3324,Gamma
7732,9976,3364,Gamma
7733,9976,6024,Neutron
7734,7256,4528,Neutron
7735,7256,4452,Neutron
7736,7256,4432,Neutron
7737,7256,4360,Neutron
7738,12080,7408,Neutron
7739,7208,4356,Neutron
7740,7208,4440,Neutron
7741,7208,2704,Gamma
7742,7208,4488,Neutron
7743,4968,3228,Neutron
7744,4968,3120,Neutron
7745,4968,3048,Neutron
7746,4968,3100,Neutron
7747,4968,3112,Neutron
7748,4968,2988,Neutron
7749,4968,3204,Neutron
7750,4968,3220,Neutron
7751,6872,4176,Neutron
7752,6872,4320,Neutron
7753,6872,4324,Neutron
7754,6872,4244,Neutron
7755,6872,4416,Neutron
7756,6672,4192,Neutron
7757,6672,4268,Neutron
7758,6672,4040,Neutron
7759,6672,4336,Neutron
7760,3096,1208,Gamma
7761,3096,2008,Neutron
7762,3096,1188,Gamma
7763,3096,1928,Neutron
7764,2248,1456,Neutron
7765,2248,800,Gamma
7766,5864,3568,Neutron
7767,5864,3768,Neutron
7768,5864,3824,Neutron
7769,5864,3784,Neutron
7770,8832,5360,Neutron
7771,8832,3532,Gamma
7772,3960,2448,Neutron
7773,3960,2684,Neutron
7774,3960,1512,Gamma
7775,3960,2544,Neutron
7776,3960,2456,Neutron
7777,3960,2608,Neutron
7778,3960,2728,Neutron
7779,3960,2416,Neutron
7780,3960,1560,Gamma
7781,3960,1512,Gamma
7782,3960,2544,Neutron
7783,10832,6752,Neutron
7784,10832,4148,Gamma
7785,10832,6688,Neutron
7786,5640,3512,Neutron
7787,5640,2208,Gamma
7788,5640,3400,Neutron
7789,5640,3692,Neutron
7790,5640,3448,Neutron
7791,7520,4664,Neutron
7792,7520,4640,Neutron
7793,7520,4552,Neutron
7794,5400,2088,Gamma
7795,5400,3368,Neutron
7796,5400,3360,Neutron
7797,5400,2112,Gamma
7798,5400,3256,Neutron
7799,10328,3596,Gamma
7800,10328,6248,Neutron
7801,8336,3056,Gamma
7802,8336,5248,Neutron
7803,8336,5336,Neutron
7804,8336,5144,Neutron
7805,8336,3120,Gamma
7806,8336,5172,Neutron
7807,8816,3468,Gamma
7808,8816,3396,Gamma
7809,8816,3456,Gamma
7810,8816,3508,Gamma
7811,8816,3372,Gamma
7812,7512,4528,Neutron
7813,7512,4728,Neutron
7814,7512,4640,Neutron
7815,5104,3092,Neutron
7816,5104,3160,Neutron
7817,5104,3448,Neutron
7818,5104,3176,Neutron
7819,7200,4584,Neutron
7820,7200,4616,Neutron
7821,7200,4344,Neutron
7822,8096,4928,Neutron
7823,10304,3648,Gamma
7824,9984,3444,Gamma
7825,9984,3800,Gamma
7826,9984,6112,Neutron
7827,8504,5128,Neutron
7828,8504,5312,Neutron
7829,8504,5232,Neutron
7830,8504,5128,Neutron
7831,8504,5224,Neutron
7832,6032,3720,Neutron
7833,6032,3684,Neutron
7834,6032,3652,Neutron
7835,6032,3668,Neutron
7836,3608,2192,Neutron
7837,3608,1440,Gamma
7838,3608,2296,Neutron
7839,3608,1376,Gamma
7840,3608,2392,Neutron
7841,3608,2172,Neutron
7842,3608,1368,Gamma
7843,3608,2236,Neutron
7844,3608,2400,Neutron
7845,3608,2220,Neutron
7846,3608,2240,Neutron
7847,3608,2308,Neutron
7848,3608,1408,Gamma
7849,10448,3848,Gamma
7850,10448,3736,Gamma
7851,7936,2984,Gamma
7852,7936,4772,Neutron
7853,7936,4792,Neutron
7854,7936,3096,Gamma
7855,4448,2800,Neutron
7856,4448,2840,Neutron
7857,4448,2716,Neutron
7858,4448,2832,Neutron
7859,4448,2672,Neutron
7860,4448,1752,Gamma
7861,4448,2752,Neutron
7862,4448,2756,Neutron
7863,6936,4360,Neutron
7864,6936,4544,Neutron
7865,6936,2664,Gamma
7866,6936,4184,Neutron
7867,6936,4220,Neutron
7868,10520,6328,Neutron
7869,10520,6320,Neutron
7870,5208,3368,Neutron
7871,5208,3244,Neutron
7872,5208,3204,Neutron
7873,5208,3184,Neutron
7874,7248,4520,Neutron
7875,7248,4500,Neutron
7876,9680,3464,Gamma
7877,9680,3752,Gamma
7878,9680,3616,Gamma
7879,9680,3624,Gamma
7880,6784,4196,Neutron
7881,6784,4156,Neutron
7882,6784,2688,Gamma
7883,6784,4320,Neutron
7884,5512,3336,Neutron
7885,5512,3376,Neutron
7886,5512,3324,Neutron
7887,5512,3328,Neutron
7888,3368,2052,Neutron
7889,3368,1264,Gamma
7890,3368,2160,Neutron
7891,3368,2124,Neutron
7892,3368,2096,Neutron
7893,9528,5884,Neutron
7894,9528,3648,Gamma
7895,9528,3392,Gamma
7896,3688,1416,Gamma
7897,3688,2232,Neutron
7898,3688,1432,Gamma
7899,3688,2320,Neutron
7900,3688,2248,Neutron
7901,2272,856,Gamma
7902,2272,792,Gamma
7903,2272,1432,Neutron
7904,2272,904,Gamma
7905,5648,3420,Neutron
7906,5648,2144,Gamma
7907,5648,3400,Neutron
7908,5648,3396,Neutron
7909,5648,3504,Neutron
7910,6960,4260,Neutron
7911,6960,4268,Neutron
7912,6960,4400,Neutron
7913,6960,2744,Gamma
7914,8784,3500,Gamma
7915,8784,3460,Gamma
7916,8784,5392,Neutron
7917,8784,3460,Gamma
7918,8784,3380,Gamma
7919,8784,3508,Gamma
7920,6184,4208,Neutron
7921,6184,3724,Neutron
7922,6184,2408,Gamma
7923,6184,3984,Neutron
7924,6184,3796,Neutron
7925,6184,2392,Gamma
7926,6184,3928,Neutron
7927,6184,3872,Neutron
7928,6184,3864,Neutron
7929,2696,1760,Neutron
7930,2696,1688,Neutron
7931,2696,1724,Neutron
7932,2696,1032,Gamma
7933,2696,1768,Neutron
7934,6296,2456,Gamma
7935,6296,3872,Neutron
7936,6296,3816,Neutron
7937,6296,3816,Neutron
7938,6296,3816,Neutron
7939,10576,6384,Neutron
7940,10576,6392,Neutron
7941,10576,6824,Neutron
7942,4480,2928,Neutron
7943,4480,2780,Neutron
7944,4480,2736,Neutron
7945,4480,2888,Neutron
7946,4480,2816,Neutron
7947,4480,2724,Neutron
7948,8040,4904,Neutron
7949,8040,3120,Gamma
7950,8040,3176,Gamma
7951,4528,2760,Neutron
7952,4528,2948,Neutron
7953,4528,2744,Neutron
7954,4528,2968,Neutron
7955,4528,2820,Neutron
7956,4528,2748,Neutron
7957,4528,3000,Neutron
7958,4528,2744,Neutron
7959,4528,2816,Neutron
7960,4528,2768,Neutron
7961,6344,3980,Neutron
7962,10320,3708,Gamma
7963,10320,6444,Neutron
7964,10320,6308,Neutron
7965,9120,5500,Neutron
7966,9120,5624,Neutron
7967,9120,5560,Neutron
7968,9120,3376,Gamma
7969,3016,2024,Neutron
7970,3016,1936,Neutron
7971,6440,4036,Neutron
7972,6440,4128,Neutron
7973,6440,4184,Neutron
7974,6440,4088,Neutron
7975,3784,1512,Gamma
7976,3784,1376,Gamma
7977,3784,2316,Neutron
7978,3784,2424,Neutron
7979,3784,2296,Neutron
7980,3784,2368,Neutron
7981,3784,2520,Neutron
7982,3784,2408,Neutron
7983,3784,2440,Neutron
7984,2824,1040,Gamma
7985,2824,1720,Neutron
7986,2824,1816,Neutron
7987,2824,1816,Neutron
7988,6952,4176,Neutron
7989,6952,4288,Neutron
7990,6952,4332,Neutron
7991,6952,4176,Neutron
7992,7048,4324,Neutron
7993,7048,4408,Neutron
7994,7048,4264,Neutron
7995,7048,4344,Neutron
7996,7048,4260,Neutron
7997,9848,6024,Neutron
7998,9848,3608,Gamma
7999,9848,3752,Gamma
8000,6208,3912,Neutron
8001,6208,3900,Neutron
8002,6208,2456,Gamma
8003,6208,3748,Neutron
8004,9240,3208,Gamma
8005,9240,5576,Neutron
8006,9240,5724,Neutron
8007,4512,2948,Neutron
8008,4512,2904,Neutron
8009,4512,2792,Neutron
8010,4512,2808,Neutron
8011,4512,2896,Neutron
8012,4512,2896,Neutron
8013,4512,2856,Neutron
8014,4512,1768,Gamma
8015,6320,3952,Neutron
8016,6320,3928,Neutron
8017,6320,3896,Neutron
8018,6320,3972,Neutron
8019,9472,3552,Gamma
8020,9472,3536,Gamma
8021,9472,3424,Gamma
8022,9472,5752,Neutron
8023,9648,5852,Neutron
8024,9648,3440,Gamma
8025,9648,5792,Neutron
8026,9648,5896,Neutron
8027,9648,3384,Gamma
8028,6304,3820,Neutron
8029,6304,3832,Neutron
8030,6304,3984,Neutron
8031,9160,5720,Neutron
8032,9160,3564,Gamma
8033,7848,4856,Neutron
8034,7848,4784,Neutron
8035,7848,4728,Neutron
8036,7848,4720,Neutron
8037,7304,4476,Neutron
8038,10560,3880,Gamma
8039,9576,3496,Gamma
8040,9576,5944,Neutron
8041,9576,3680,Gamma
8042,9576,5944,Neutron
8043,9576,3624,Gamma
8044,9576,3592,Gamma
8045,6024,3736,Neutron
8046,6024,3996,Neutron
8047,6024,3624,Neutron
8048,6024,3680,Neutron
8049,6024,3716,Neutron
8050,6944,2692,Gamma
8051,6944,2744,Gamma
8052,6944,2720,Gamma
8053,6944,4256,Neutron
8054,4472,2728,Neutron
8055,4472,2760,Neutron
8056,4472,2696,Neutron
8057,4472,2848,Neutron
8058,4472,2848,Neutron
8059,4472,2756,Neutron
8060,4472,2716,Neutron
8061,4472,1700,Gamma
8062,4472,1728,Gamma
8063,4472,2896,Neutron
8064,4472,2760,Neutron
8065,5048,3136,Neutron
8066,5048,3160,Neutron
8067,5048,3160,Neutron
8068,5048,3112,Neutron
8069,5048,2000,Gamma
8070,5048,3040,Neutron
8071,3776,2456,Neutron
